name,syd_n_de_dossier_cegid,syd_naf,syd_forme_juridique_sirene,syd_activite,syd_premiere_date_de_signature,syd_total_salaries,accountid
ISOL ECO OUEST,08079,4329A,SAS,,2020-06-30,0,807FAC97-17E8-EB11-BACB-0022489B9F4E
LIBERTE,08080,6820A,SCI,Location de logements,2020-06-30,0,DB29A79D-17E8-EB11-BACB-0022489B9F4E
LA PAIX,08084,,SAS,,2020-01-30,0,271E9AA9-17E8-EB11-BACB-0022489B9F4E
TRICLEM,08085,6820B,SCI,Location de terrains et d'autres biens immobiliers,2020-02-12,0,A36592AF-17E8-EB11-BACB-0022489B9F4E
LE MILORD,08086,5630Z,SARL,Débits de boissons,2020-01-27,0,C2108DB5-17E8-EB11-BACB-0022489B9F4E
CANON CANON,08088,5630Z,SARL,Débits de boissons,2020-02-10,0,4C5985BB-17E8-EB11-BACB-0022489B9F4E
LJ IMMO,08090,6820B,SCI,Location de terrains et d'autres biens immobiliers,2020-06-26,0,BEA17DC1-17E8-EB11-BACB-0022489B9F4E
BODIN CORBIN,08091,6820B,SCI,Location de terrains et d'autres biens immobiliers,2020-02-28,0,75E875C7-17E8-EB11-BACB-0022489B9F4E
CALLIMMO,08095,6820b,SCI,,2020-02-25,0,9E6DCCD9-17E8-EB11-BACB-0022489B9F4E
DEMOSTHENE,08096,6910Z,SELAS,Activités juridiques,2020-02-25,0,DB6DCCD9-17E8-EB11-BACB-0022489B9F4E
BOUCHERIE DES HALLES,08102,,SARL,,2020-06-09,0,D0D4B3F2-17E8-EB11-BACB-0022489B9F4E
BATI'CO,08104,4399C,EURL,Travaux de maçonnerie générale et gros œuvre de bâtiment,2020-02-24,0,6EB3B2FE-17E8-EB11-BACB-0022489B9F4E
RETHORE PLOMBERIE CHAUFFAGE,08108,4322A,EURL,Travaux d'installation d'eau et de gaz en tous locaux,2020-02-24,0,500AA80A-18E8-EB11-BACB-0022489B9F4E
PETRICHOR,08120,7010Z,SASU,Activités des sièges sociaux,2020-09-24,0,94AF6C3A-18E8-EB11-BACB-0022489B9F4E
LEGAGNEUX,08133,1071C,EURL,,2020-02-25,0,CD3E5C6A-18E8-EB11-BACB-0022489B9F4E
SURCIN JEAN-LUC,08139,4711B,EURL,Commerce d'alimentation générale,2020-06-29,0,29414C7C-18E8-EB11-BACB-0022489B9F4E
INALIS,08144,4711B,EURL,Commerce d'alimentation générale,2020-05-26,4,9D8C5394-18E8-EB11-BACB-0022489B9F4E
HUMAN,08147,6820B,SCI,Location de terrains et d'autres biens immobiliers,2020-05-22,0,D5E348A0-18E8-EB11-BACB-0022489B9F4E
FLORYMAR,08152,6820B,SCI,Location de terrains et d'autres biens immobiliers,2020-11-20,0,B6D93BAC-18E8-EB11-BACB-0022489B9F4E
I WEAR PROUDLY,08153,7410Z,EURL,Activités spécialisées de design,2020-06-30,0,A3483BB2-18E8-EB11-BACB-0022489B9F4E
L'ATELIER DE MANISA,08167,9602A,SAS,Coiffure,2020-11-25,5,80C0B2E2-18E8-EB11-BACB-0022489B9F4E
KAMEA,08168,9002Z,SASU,Activités de soutien au spectacle vivant,2020-10-31,0,606BADE8-18E8-EB11-BACB-0022489B9F4E
SERVI CHENE,08170,4322B,SARL,Travaux d'installation d'équipements thermiques et de climatisation,2021-03-24,0,0DB5A5EE-18E8-EB11-BACB-0022489B9F4E
BODET SARAIVA,08171,6820B,SCI,Location de terrains et d'autres biens immobiliers,2021-03-24,0,E35EA0F4-18E8-EB11-BACB-0022489B9F4E
FLORANCE,08173,6820B,SCI,Location de terrains et d'autres biens immobiliers,2020-08-31,0,B6A898FA-18E8-EB11-BACB-0022489B9F4E
LA MOTTE VERTE,08181,0147Z,SARL,Élevage de volailles,2020-04-29,8,60BB6C1E-19E8-EB11-BACB-0022489B9F4E
PJ INVEST,08186,8211Z,SASU,Services administratifs combinés de bureau,2020-07-25,0,AE438530-19E8-EB11-BACB-0022489B9F4E
JAHOO INVEST,08187,6810Z,SCI,Activités des marchands de biens immobiliers,2020-09-04,0,59B2A336-19E8-EB11-BACB-0022489B9F4E
THOMAS BONNET PHOTOGRAPHIE,08189,7420Z,EURL,Activités photographiques,2020-04-21,2,A57F023D-19E8-EB11-BACB-0022489B9F4E
BIERES DE BRIERE,08196,1105Z,SAS,Fabrication de bière,2021-02-18,3,7E022455-19E8-EB11-BACB-0022489B9F4E
CHEZ LELETTE,08199,5610A,SARL,Restauration traditionnelle,2020-08-25,0,81B91B61-19E8-EB11-BACB-0022489B9F4E
NOVA,08201,6820b,EURL,Location de terrains et d'autres biens immobiliers,2020-09-17,0,44651667-19E8-EB11-BACB-0022489B9F4E
T.P.Q.,08202,4520A,EURL,Entretien et réparation de véhicules automobiles légers,2020-09-17,0,810F116D-19E8-EB11-BACB-0022489B9F4E
AIRELLES,08203,5610A,SARL,Restauration traditionnelle,2020-07-29,3,12570973-19E8-EB11-BACB-0022489B9F4E
FRECHET,08210,8690E,IND,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues",2020-05-28,0,ACDBEC8A-19E8-EB11-BACB-0022489B9F4E
VITALO SARL,08212,2229B,EURL,Fabrication de produits de consommation courante en matières plastiques,2020-05-28,4,EA86E790-19E8-EB11-BACB-0022489B9F4E
BOURGEAIS,08214,8690d,IND,Activités des infirmiers et des sages-femmes,2020-06-25,0,AC32E296-19E8-EB11-BACB-0022489B9F4E
ALL MONTAGES STRUCTURES,08216,,EURL,,2020-06-03,0,7324D5A2-19E8-EB11-BACB-0022489B9F4E
DUPHIL,08219,6820B,SCI,Location de terrains et d'autres biens immobiliers,2020-06-30,0,547ACAAE-19E8-EB11-BACB-0022489B9F4E
DP,08220,1071C,SARL,Boulangerie et boulangerie-pâtisserie,2020-06-30,0,CF7BCAAE-19E8-EB11-BACB-0022489B9F4E
LE PETIT MALIDOR,08225,6630Z,SCP,Gestion de fonds,2020-06-29,0,3EFEADC6-19E8-EB11-BACB-0022489B9F4E
RENIEL,08232,,IND,,2020-09-01,0,5AD996D8-19E8-EB11-BACB-0022489B9F4E
TILEANU,08234,4331Z,EURL,Travaux de plâtrerie,2020-10-19,6,A18F8EE4-19E8-EB11-BACB-0022489B9F4E
MDB PROPERTIES,08235,6810Z,SASU,Marchand de biens immobiliers,2024-04-25,0,67918EE4-19E8-EB11-BACB-0022489B9F4E
EPICERIE DE LA SOURCE,08237,4729Z,SARL,Autres commerces de détail alimentaires en magasin spécialisé,2020-06-30,0,318381F0-19E8-EB11-BACB-0022489B9F4E
LE FOURNIL DE PARIGNE L'EVEQUE,08238,1071C,SARL,Boulangerie et boulangerie-pâtisserie,2020-06-30,0,40CB79F6-19E8-EB11-BACB-0022489B9F4E
VIALLARD ,08240,6820A,IND,,2020-07-01,0,3CD976FC-19E8-EB11-BACB-0022489B9F4E
DECO STORES,08242,7312Z,SARL,Régie publicitaire de médias,2020-07-13,4,24857102-1AE8-EB11-BACB-0022489B9F4E
SAMYA,08243,6820B,SC,Location de terrains et d'autres biens immobiliers,2020-07-13,0,C7CC6908-1AE8-EB11-BACB-0022489B9F4E
FOUGERAY AIDE MULTISERVICES PAIE,08244,,EURL,,,0,FA14620E-1AE8-EB11-BACB-0022489B9F4E
AFLM PATRIMOINE,08254,6820B,SCI,,2020-06-29,0,4331A026-1AE8-EB11-BACB-0022489B9F4E
GUENE,08256,0240Z,IND,Services de soutien à l'exploitation forestière,2020-06-30,2,6A31A026-1AE8-EB11-BACB-0022489B9F4E
MAISON FLORES,08261,4776Z,SARL,"Commerce de détail de fleurs, plantes, graines, engrais, animaux de compagnie et aliments pour ces",2020-07-13,0,3808A838-1AE8-EB11-BACB-0022489B9F4E
SILENT NOISE,08265,7021Z,SASU,Conseil en relations publiques et communication,2020-09-30,0,3445934A-1AE8-EB11-BACB-0022489B9F4E
TWIGGY SIZE PRODUCTIONS,08267,5911A,SASU,Production de films et de programmes pour la télévision,2020-09-25,0,C68E8B50-1AE8-EB11-BACB-0022489B9F4E
HAYERE DORIANE,08269,8690d,IND,Activités des infirmiers et des sages-femmes,2020-11-19,0,861E7C5C-1AE8-EB11-BACB-0022489B9F4E
FORTIN,08271,1071C,IND,Boulangerie et boulangerie-pâtisserie,2020-06-29,10,D7C97662-1AE8-EB11-BACB-0022489B9F4E
C'OEUR SUCRE,08278,1071C,SARL,Boulangerie et boulangerie-pâtisserie,2020-06-30,0,E9AF5C7A-1AE8-EB11-BACB-0022489B9F4E
A2O-CONSULTING,08295,7022Z,EURL,,2020-07-13,0,33021CB0-1AE8-EB11-BACB-0022489B9F4E
SOLLEC TECHNOLOGIE,08296,6201Z,SASU,Programmation informatique,2020-07-13,0,974914B6-1AE8-EB11-BACB-0022489B9F4E
HP IMMO-B,08297,6831Z,EURL,Agences immobilières,2021-01-20,3,375611BC-1AE8-EB11-BACB-0022489B9F4E
LISAKOLOR,08300,2561Z,EURL,Traitement et revêtement des métaux,2022-07-07,1,64010CC2-1AE8-EB11-BACB-0022489B9F4E
CMG IMMO,08302,6820B,SCI,Location de terrains et d'autres biens immobiliers,2021-07-16,0,0AAD06C8-1AE8-EB11-BACB-0022489B9F4E
MONNIER BIDAULT,08316,1071C,SARL,Boulangerie et boulangerie-pâtisserie,2021-09-16,11,5B77DBFD-1AE8-EB11-BACB-0022489B9F4E
FACTORY,08317,5610C,EURL,Restauration de type rapide,2021-09-30,1,C8BFD303-1BE8-EB11-BACB-0022489B9F4E
ATELIERS COULIOU,08323,2511Z,SARL,Fabrication de structures métalliques et de parties de structures,2020-09-16,8,DCE77017-1BE8-EB11-BACB-0022489B9F4E
PIYANIC,08324,6820B,SCI,Location de terrains et d'autres biens immobiliers,2020-09-16,0,F3E77017-1BE8-EB11-BACB-0022489B9F4E
LANCELOT,08327,6820A,IND,Location de logements,2020-10-26,0,7F766123-1BE8-EB11-BACB-0022489B9F4E
FLEXIBLE 49,08330,2812Z,SARL,Fabrication d'équipements hydrauliques et pneumatiques,2020-10-29,0,0D16352A-1BE8-EB11-BACB-0022489B9F4E
HOLDING BEAUVAIS FINANCES,08331,6420Z,SC,Activités des sociétés holding,2020-10-29,0,2316352A-1BE8-EB11-BACB-0022489B9F4E
COULIOU,08332,6820A,IND,,2020-07-30,0,ED485830-1BE8-EB11-BACB-0022489B9F4E
JK BARBER,08335,,SARL,,2020-09-04,0,329E123E-1BE8-EB11-BACB-0022489B9F4E
L&E EXCLUSIVE GARAGE,08338,4511Z,SARL,Commerce de voitures et de véhicules automobiles légers,2020-09-08,0,4E570A4A-1BE8-EB11-BACB-0022489B9F4E
DOMED,08343,8810A,SAS,Aide à domicile,2020-08-21,0,70A2655C-1BE8-EB11-BACB-0022489B9F4E
LOIRE ENERGIE,08349,4322A,EURL,Travaux d'installation d'eau et de gaz en tous locaux,2020-10-15,0,D4AA606F-1BE8-EB11-BACB-0022489B9F4E
SARL F2GM,08354,5610A,SARL,Restauration traditionnelle,2020-09-11,8,B8329881-1BE8-EB11-BACB-0022489B9F4E
SIMEON CONSEIL,08357,7022Z,SAS,Conseil pour les affaires et autres conseils de gestion,2020-10-30,0,B3C32E8F-1BE8-EB11-BACB-0022489B9F4E
PILON KASSANDRA,08364,,EIRL,,2020-10-22,0,169D4AA8-1BE8-EB11-BACB-0022489B9F4E
MC CREA,08366,7410Z,EURL,,2020-10-14,0,BE3551AE-1BE8-EB11-BACB-0022489B9F4E
PAE IMMO,08368,6820B,SCI,Location de terrains et d'autres biens immobiliers,2020-09-30,0,262A98B4-1BE8-EB11-BACB-0022489B9F4E
LA FABRIQUE C,08371,4759A,SARL,Commerce de détail de meubles,2020-09-30,0,684638C2-1BE8-EB11-BACB-0022489B9F4E
BRANCHEREAU,08372,6820A,IND,Location de logements,2020-09-22,0,3C4838C2-1BE8-EB11-BACB-0022489B9F4E
MAISON VILCHIEN,08376,1071C,SARL,Boulangerie et boulangerie-pâtisserie,2020-11-05,0,312121D4-1BE8-EB11-BACB-0022489B9F4E
VILCHIEN,08378,1071C,IND,Boulangerie et boulangerie-pâtisserie,2020-11-05,0,F3D718E0-1BE8-EB11-BACB-0022489B9F4E
PAE NANTES SUD,08380,4312A,EURL,,2020-09-30,0,DE2011E6-1BE8-EB11-BACB-0022489B9F4E
CLASSIC CARS,08383,4520A,EURL,Entretien et réparation de véhicules automobiles légers,2020-09-24,0,77B101F2-1BE8-EB11-BACB-0022489B9F4E
SESAME,08386,4321A,SARL,Travaux d'installation électrique dans tous locaux,2020-09-30,0,68A4F4FD-1BE8-EB11-BACB-0022489B9F4E
PAE TOURS,08387,4312A,SARL,,2020-09-30,0,CCEBEC03-1CE8-EB11-BACB-0022489B9F4E
FINANCIERE LEBOUCHER,08389,6420Z,SARL,,2020-09-30,0,FC97E709-1CE8-EB11-BACB-0022489B9F4E
MAISON DION,08392,1071C,SARL,Boulangerie et boulangerie-pâtisserie,2020-11-30,5,8328D815-1CE8-EB11-BACB-0022489B9F4E
TY-NID,08395,4332A,SAS,Travaux de menuiserie bois et pvc,2020-11-04,0,FD1BCB21-1CE8-EB11-BACB-0022489B9F4E
EDITIONS AU CARRE,08403,5814Z,ASS,Édition de revues et périodiques,2020-11-04,0,83C7B539-1CE8-EB11-BACB-0022489B9F4E
SCI MAUVRINIS,08405,6820B,SCI,Location de terrains et d'autres biens immobiliers,2020-12-03,0,6656A645-1CE8-EB11-BACB-0022489B9F4E
SOCIETE V&J,08406,4711C,SAS,Commerce d'alimentation générale,2020-09-30,0,C358A645-1CE8-EB11-BACB-0022489B9F4E
GEMA,08410,7010Z,SARL,Activités des sièges sociaux,2020-09-30,0,54579657-1CE8-EB11-BACB-0022489B9F4E
EMEGA,08411,1071C,SARL,Boulangerie pâtisserie,2024-10-25,15,65C6955D-1CE8-EB11-BACB-0022489B9F4E
PROCERTY,08420,7112b,SARL,"Ingénierie, études techniques",2021-07-05,0,2795717B-1CE8-EB11-BACB-0022489B9F4E
MBEC CENTRE,08422,7112b,SARL,"Ingénierie, études techniques",2021-07-05,0,2C866487-1CE8-EB11-BACB-0022489B9F4E
PHILIPPE,08423,7022Z,EIRL,Conseil pour les affaires et autres conseils de gestion,2020-10-15,0,B0866487-1CE8-EB11-BACB-0022489B9F4E
G ELEC,08425,4321A,EURL,,2020-10-31,0,91506F93-1CE8-EB11-BACB-0022489B9F4E
LOISEAU ANITA,08426,4711B,SNC,Commerce d'alimentation générale,2021-02-25,0,44526F93-1CE8-EB11-BACB-0022489B9F4E
BOUCHE,08427,7120B,EIRL,"Analyses, essais et inspections techniques",2020-10-14,0,0E9A6799-1CE8-EB11-BACB-0022489B9F4E
PAYSAGES & EAUX,08432,4312A,EURL,,2020-10-26,0,1F9A57AB-1CE8-EB11-BACB-0022489B9F4E
BOUCLE,08436,8690D,IND,Activités des infirmiers et des sages-femmes,2020-10-28,0,9FB551B7-1CE8-EB11-BACB-0022489B9F4E
CHOUQUETTES ET GOURMANDISES,08437,,SARL,,2021-01-31,0,DC5F4CBD-1CE8-EB11-BACB-0022489B9F4E
LE BAS DU BOURG,08443,6820B,SCI,Location de terrains et d'autres biens immobiliers,2020-11-05,0,C6802DD5-1CE8-EB11-BACB-0022489B9F4E
AUX JEUNES POUSSES,08444,5610A,SAS,Restauration traditionnelle,2020-10-07,0,98822DD5-1CE8-EB11-BACB-0022489B9F4E
FORGET FABRICE,08454,5610A,SARL,Restauration traditionnelle,2020-12-23,0,367A16FF-1CE8-EB11-BACB-0022489B9F4E
RIVIÈRE GUÉNERIE,08458,4391A,SARL,Travaux de charpente,2020-11-30,0,A6004E11-1DE8-EB11-BACB-0022489B9F4E
IDEA CUISINE,08466,4332A,EURL,Travaux de menuiserie bois et pvc,2021-01-08,1,B9DE5B2F-1DE8-EB11-BACB-0022489B9F4E
AMR,08467,4399C,SASU,Travaux de maçonnerie générale et gros œuvre de bâtiment,2020-11-17,2,F6DE5B2F-1DE8-EB11-BACB-0022489B9F4E
HABITAT COEUR,08476,4110A,SARL,Promotion immobilière de logements,2020-11-17,0,6156C44D-1DE8-EB11-BACB-0022489B9F4E
HOLDING LR,08480,,SCP,,2020-11-30,0,55543060-1DE8-EB11-BACB-0022489B9F4E
ROGGWILLER,08488,,EIRL,,2020-10-31,0,A64B1678-1DE8-EB11-BACB-0022489B9F4E
SAINT PIERRE,08490,7022Z,SASU,Conseil pour les affaires et autres conseils de gestion,2021-01-31,0,68050E84-1DE8-EB11-BACB-0022489B9F4E
ROBIN CLEMENT,08495,4321A,EURL,Travaux d'installation électrique dans tous locaux,2020-12-18,0,EF97FE8F-1DE8-EB11-BACB-0022489B9F4E
DEKENS,08501,8690E,IND,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues",2020-11-30,0,751BE2A7-1DE8-EB11-BACB-0022489B9F4E
TP ENVIRONNEMENT,08504,,SARL,,2020-12-29,0,E071D7B3-1DE8-EB11-BACB-0022489B9F4E
MYG FLOR,08511,4789Z,EURL,Autres commerces de détail sur éventaires et marchés,2020-12-03,0,9235E3CE-1DE8-EB11-BACB-0022489B9F4E
LA NOTICE,08526,8230Z,SARL,"Organisation de foires, salons professionnels et congrès",2020-12-09,0,74EAC304-1EE8-EB11-BACB-0022489B9F4E
POIRIER,08527,8690d,IND,Activités des infirmiers et des sages-femmes,2020-12-09,0,1F31BC0A-1EE8-EB11-BACB-0022489B9F4E
LE CHAMP DES PAINS,08529,1071C,SARL,Boulangerie et boulangerie-pâtisserie,2021-06-15,0,24A1BB10-1EE8-EB11-BACB-0022489B9F4E
AUX DELICES BELINOIS,08530,1071C,EURL,,2020-12-11,0,6CADB816-1EE8-EB11-BACB-0022489B9F4E
LA SOURCE DE CHENOU,08534,7022Z,SAS,Conseil pour les affaires et autres conseils de gestion,2021-08-31,0,732BB522-1EE8-EB11-BACB-0022489B9F4E
HEXAQUARKS,08540,7022Z,SASU,Conseil pour les affaires et autres conseils de gestion,2021-01-14,0,51D49F3A-1EE8-EB11-BACB-0022489B9F4E
INDIVISION GASTALDIN,08542,6820A,,Location de logements,2020-12-11,0,3E809A40-1EE8-EB11-BACB-0022489B9F4E
LES PETITS PAS DE VIVY,08548,8891A,EURL,Accueil de jeunes enfants,2021-01-31,5,1AE28C52-1EE8-EB11-BACB-0022489B9F4E
JONATHAN FIDI IMMOBILIER,08551,6810Z,SAS,Activités des marchands de biens immobiliers,2020-12-23,0,5E72BB5E-1EE8-EB11-BACB-0022489B9F4E
MEABAN INVESTISSEMENTS,08561,6420Z,SAS,Activités des sociétés holding,2020-12-18,0,C7FC6883-1EE8-EB11-BACB-0022489B9F4E
LOGODEN,08562,6820B,SCM,Location de terrains et d'autres biens immobiliers,2020-12-24,0,E0446189-1EE8-EB11-BACB-0022489B9F4E
ELOE,08567,7022Z,SASU,Conseils en assurances et gestion de sinistres,2021-06-16,0,14814C9B-1EE8-EB11-BACB-0022489B9F4E
TRILLON,08568,4619B,EIRL,Autres intermédiaires du commerce en produits divers,2021-01-08,0,38C844A1-1EE8-EB11-BACB-0022489B9F4E
VEGETA,08570,5610A,SARL,Restauration traditionnelle,2021-01-04,0,EC103DA7-1EE8-EB11-BACB-0022489B9F4E
PKW72,08575,5610c,SARL,,2021-04-08,0,FCEC25B9-1EE8-EB11-BACB-0022489B9F4E
DMS DELEPINE MOULIN SERVICES,08580,4520A,SARL,Entretien et réparation de véhicules automobiles légers,2021-02-23,0,7C9610D1-1EE8-EB11-BACB-0022489B9F4E
MECA SERVICES 49,08581,6820B,SCI,Location de terrains et d'autres biens immobiliers,2021-02-23,0,34400BD7-1EE8-EB11-BACB-0022489B9F4E
LE SQUARE,08585,6820B,SCI,Location de terrains et d'autres biens immobiliers,2021-02-10,0,9919F4E8-1EE8-EB11-BACB-0022489B9F4E
LAMTAGA,08587,6420Z,SAS,,2021-05-31,0,F362ECEE-1EE8-EB11-BACB-0022489B9F4E
SALOMA,08590,6820B,SCI,Location de terrains et d'autres biens immobiliers,2021-11-10,0,84F5DCFA-1EE8-EB11-BACB-0022489B9F4E
LINEMATHYS,08591,4711B,EURL,Commerce d'alimentation générale,2021-03-10,5,A73CD500-1FE8-EB11-BACB-0022489B9F4E
LIZY,08593,5610A,SARL,Restauration traditionnelle,2021-05-12,0,59FAE206-1FE8-EB11-BACB-0022489B9F4E
DAMILA,08597,6820B,SCI,Location de terrains et d'autres biens immobiliers,2023-04-04,0,C241DB0C-1FE8-EB11-BACB-0022489B9F4E
ARN FLO,08598,5610A,SARL,Restauration traditionnelle,2021-02-17,0,BBFA4513-1FE8-EB11-BACB-0022489B9F4E
ESCALANJOU,08604,4673A,EURL,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,2021-09-30,0,79A94927-1FE8-EB11-BACB-0022489B9F4E
LYSABIE,08605,6820B,SCI,Location de terrains et d'autres biens immobiliers,2021-03-13,0,BAA94927-1FE8-EB11-BACB-0022489B9F4E
SO'ML,08606,9602B,EURL,Soins de beauté,2021-07-07,2,8175C72D-1FE8-EB11-BACB-0022489B9F4E
LES JULES,08612,,SCI,,2021-02-25,0,E3E5B645-1FE8-EB11-BACB-0022489B9F4E
SCI LEDOUX,08620,6820B,SCI,Location de terrains et d'autres biens immobiliers,2021-01-19,0,D79E9E63-1FE8-EB11-BACB-0022489B9F4E
OLIVIER,08621,6820A,IND,Location de logements,2021-03-13,0,F6E69669-1FE8-EB11-BACB-0022489B9F4E
AUX DELICES DE LA GARE,08626,1071C,SARL,BOULANGERIE-PATISSERIE                                                                              ,2021-01-28,0,9AC07F7B-1FE8-EB11-BACB-0022489B9F4E
ADOQ,08628,9002Z,SASU,Activités de soutien au spectacle vivant,2021-02-15,0,8F6D7A81-1FE8-EB11-BACB-0022489B9F4E
HOUSSAY,08629,6820A,IND,Location de logements,2021-02-08,0,7DB47287-1FE8-EB11-BACB-0022489B9F4E
IMMO COCHET,08630,6810Z,SCI,Activités des marchands de biens immobiliers,2021-02-08,0,D0B67287-1FE8-EB11-BACB-0022489B9F4E
LANA VINH,08639,5610C,SARL,Restauration de type rapide,2022-10-05,0,B16844AB-1FE8-EB11-BACB-0022489B9F4E
DILYS-ISELI,08641,,SARL,,2021-02-25,0,42FB34B7-1FE8-EB11-BACB-0022489B9F4E
ASSO ACCUEILLIR AUTREMENT,08649,8790A,ASS,Hébergement social pour enfants en difficultés,2021-03-13,0,802716CF-1FE8-EB11-BACB-0022489B9F4E
PICOULIER ,08656,9602A,IND,Coiffure,2021-03-15,0,1F4DF7E6-1FE8-EB11-BACB-0022489B9F4E
TITANE,08658,6420Z,SAS,Activités des sociétés holding,2023-04-19,0,8996EFEC-1FE8-EB11-BACB-0022489B9F4E
CSC,08662,4321B,SAS,Travaux d'installation électrique sur la voie publique,2021-03-13,0,3C6DD8FE-1FE8-EB11-BACB-0022489B9F4E
MJCL,08668,5610C,SARL,Restauration de type rapide,2023-05-02,0,D48EA928-20E8-EB11-BACB-0022489B9F4E
LA GUINGUETTE,08674,5610C,SAS,Restauration de type rapide,2021-07-05,0,25B28A40-20E8-EB11-BACB-0022489B9F4E
REVE D’EXTERIEUR,08675,,SASU,,2021-05-31,0,CBFB8246-20E8-EB11-BACB-0022489B9F4E
NOWACKI PAYSAGE,08683,8130Z,EURL,,2021-03-15,0,1D4F6864-20E8-EB11-BACB-0022489B9F4E
JARDINS DES 3 PROVINCES,08689,8130Z,EURL,Services d'aménagement paysager,2021-05-31,2,D5A64D82-20E8-EB11-BACB-0022489B9F4E
AGENCE 12 MARS,08690,7311Z,EURL,Activités des agences de publicité,2021-03-13,0,DAA74D82-20E8-EB11-BACB-0022489B9F4E
HTD,08692,,SC,,2021-03-13,0,4A153D9A-20E8-EB11-BACB-0022489B9F4E
OBEPANO,08696,6820B,SCI,Location de terrains et d'autres biens immobiliers,2021-03-13,0,9CF025AC-20E8-EB11-BACB-0022489B9F4E
LYON CREATEURS D'EXTERIEURS,08697,4312A,SASU,Terrassement et travaux paysagers,2021-06-29,0,7AFD22B2-20E8-EB11-BACB-0022489B9F4E
IYG,08723,4312A,EURL,Travaux de terrassement courants et travaux préparatoires,2021-08-25,0,9797BA11-21E8-EB11-BACB-0022489B9F4E
BELLEMJOGA,08727,,EURL,,2021-09-13,0,48D2A523-21E8-EB11-BACB-0022489B9F4E
YOG EVENT,08731,9319Z,SAS,,2021-05-19,0,E764962F-21E8-EB11-BACB-0022489B9F4E
SOLEIL DE RE,08735,6820B,SCI,Location de terrains et d'autres biens immobiliers,2021-03-22,0,623F7F41-21E8-EB11-BACB-0022489B9F4E
R.A.H RENOVATION ET AMELIORATION ,08737,4321A,SASU,Travaux d'installation électrique dans tous locaux,2021-03-26,0,2FCD5F5F-21E8-EB11-BACB-0022489B9F4E
RETOUCHES CHRISTELLE B,08739,9529Z,EURL,Réparation d'autres biens personnels et domestiques,2021-04-23,0,56165865-21E8-EB11-BACB-0022489B9F4E
FBP FUSION,08741,4331Z,EURL,Travaux de plâtrerie,2021-04-23,0,1C6B4D71-21E8-EB11-BACB-0022489B9F4E
DENISREVE,08745,6820B,SCI,Location de terrains et d'autres biens immobiliers,2021-04-30,0,8DFD3D7D-21E8-EB11-BACB-0022489B9F4E
MPC THIEVIN,08746,4399C,EURL,Travaux de maçonnerie générale et gros œuvre de bâtiment,2021-12-21,3,5C453683-21E8-EB11-BACB-0022489B9F4E
EBENE ET COMPAGNIE,08747,4332A,EURL,Travaux de menuiserie bois et pvc,2021-04-01,0,60B43589-21E8-EB11-BACB-0022489B9F4E
EPS SOLUTIONS,08748,7112B,SASU,"Ingénierie, études techniques",2021-04-23,4,EBB53589-21E8-EB11-BACB-0022489B9F4E
BRIANDAIS,08749,5510Z,SAS,Hôtels et hébergement similaire,2021-05-28,8,80FD2D8F-21E8-EB11-BACB-0022489B9F4E
BLIGUET TP,08751,4312A,SARL,Travaux de terrassement courants et travaux préparatoires,2021-09-06,0,E0943495-21E8-EB11-BACB-0022489B9F4E
CREACTIV GRAPHISME,08758,1813Z,EURL,Activités de pré-presse,2021-06-21,1,DA2515B3-21E8-EB11-BACB-0022489B9F4E
BY SEB ET NICO,08761,7410Z,SARL,Activités spécialisées de design,2021-04-08,0,75B505BF-21E8-EB11-BACB-0022489B9F4E
BELHATRI,08772,8621Z,IND,Activité des médecins généralistes,2021-04-20,0,7957E3E2-21E8-EB11-BACB-0022489B9F4E
LOU BELETTE,08776,4778C,SARL,Autres commerces de détail spécialisés divers,2022-01-28,0,4ADFDCF4-21E8-EB11-BACB-0022489B9F4E
WORLDSHOP FISHING,08783,4791b,EURL,Vente à distance sur catalogue spécialisé,2022-01-19,1,358CC70C-22E8-EB11-BACB-0022489B9F4E
TOUT POUR TOIT COUVERTURE,08787,4391B,EURL,Travaux de couverture par éléments,2021-04-19,0,A22FB51E-22E8-EB11-BACB-0022489B9F4E
DRAPIER CHRISTOPHE,08789,1071C,IND,Boulangerie et boulangerie-pâtisserie,2021-04-29,0,097BAD24-22E8-EB11-BACB-0022489B9F4E
VACANCES ADAPTEES,08792,7911Z,SARL,Activités des agences de voyage,2021-05-19,2,B8CFA230-22E8-EB11-BACB-0022489B9F4E
SIVEL,08800,9313Z,SAS,Activités des centres de culture physique,2021-04-29,1,0EBA854E-22E8-EB11-BACB-0022489B9F4E
ARTCO,08810,,SAS,,2021-06-17,0,3DA65B78-22E8-EB11-BACB-0022489B9F4E
IBM IMMO,08814,,SCI,,2021-06-18,0,473C4C84-22E8-EB11-BACB-0022489B9F4E
EFA,08815,6820B,SCI,Location de terrains et d'autres biens immobiliers,2021-10-18,0,EF83448A-22E8-EB11-BACB-0022489B9F4E
TCHOUPITAS,08818,6820B,SCI,Location de terrains et d'autres biens immobiliers,2021-04-21,0,54163596-22E8-EB11-BACB-0022489B9F4E
